state,city,sb_race,sb_age,sb_marital_status,sb_education,sd_race,sd_age,sd_marital_status,sd_education,time_together,num_monthly_dates,Gifts?,Happy?,Satisfied with give/receive?,Am I getting enough effort/support?,Allowance Type,PPM/Weekly allowance,Allowance Amount,sample,nmd,allowance_amount,per_meet_amount
California,Los Angeles,"Mixed, white/asian",26-35,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,7-9 months,7-8,No,8.0,8.0,9.0,Monthly Allowance,,"$4k-$4,999",sugar_baby,7.5,4500.0,600.0
California,San Diego,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,3-4,No,6.0,8.0,8.0,Weekly Allowance,"$1k - $1,999",,sugar_baby,3.5,6000.0,1714.2857142857142
California,San Leandro,Asian,26-35,Single,Some College,White / Caucasian,26-35,Married,Bachelor Degree,1-3 months,1-2,No,10.0,10.0,10.0,Pay Per Meet (PPM),$800-$899,,sugar_baby,1.5,1275.0,850.0
California,San Francisco,White / Caucasian,18-25,Single,Bachelor Degree,Asian,26-35,Single,Masters,1-3 months,3-4,No,8.0,6.0,6.0,Pay Per Meet (PPM),"$2k - $2,999",,sugar_baby,3.5,8750.0,2500.0
California,Visalia,White / Caucasian,26-35,Married,Associate Degree,East Indian,46-55,Married,Doctorate,1-3 months,1-2,No,5.0,5.0,5.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,1.5,2250.0,1500.0
California,san diego,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Divorced,Bachelor Degree,More than 1 year,3-4,Yes,9.0,8.0,10.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,3.5,1500.0,428.57142857142856
California,Los Angeles,Asian,26-35,Single,Bachelor Degree,Asian,46-55,Married,Masters,Less than a month,3-4,Yes,8.0,8.0,9.0,Monthly Allowance,,"$6k-$6,999",sugar_baby,3.5,6500.0,1857.142857142857
California,San Luis Obispo,White / Caucasian,46-55,Single,Bachelor Degree,White / Caucasian,56-65,Divorced,Bachelor Degree,Less than a month,1-2,Yes,6.0,7.0,8.0,Pay Per Meet (PPM),$700-$799,,sugar_baby,1.5,1125.0,750.0
California,SF,Asian,26-35,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,4-6 months,3-4,Yes,8.0,7.0,8.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,San Diego,Asian,18-25,Single,Bachelor Degree,White / Caucasian,36-45,Separated,Bachelor Degree,1-3 months,3-4,No,7.0,6.0,5.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
California,Los Angeles,East Indian,26-35,Single,Masters,Asian,36-45,Married,Bachelor Degree,Less than a month,3-4,Yes,10.0,10.0,10.0,Monthly Allowance,,"$2k-$2,999",sugar_baby,3.5,2500.0,714.2857142857143
